X,Y,Z,Cancers
-6.140294723518432818e+01,8.172321101625023232e+01,-2.422974317939389977e+01,0.000000000000000000e+00
7.685638121979184234e+01,4.333628643557511140e+01,5.982529469928952182e+00,0.000000000000000000e+00
-3.943444489076774317e+01,-4.477933484884584203e+01,-4.985412814364466527e+01,0.000000000000000000e+00
-4.189632049719403284e+01,-3.039173711885794660e+01,-4.236451551987740771e+01,0.000000000000000000e+00
1.346264736008776275e+00,1.001551584782242514e+02,2.007557181692217529e+00,0.000000000000000000e+00
1.277888248136640925e+02,-3.315018903894558377e+01,2.181649199880496681e+01,0.000000000000000000e+00
1.150756646183673126e+01,2.302148979439771370e+00,3.790937617503161050e+01,0.000000000000000000e+00
8.918775870137517714e+00,-5.572988075235928562e+01,-1.627782204090044615e+01,0.000000000000000000e+00
1.184928006319260305e+02,-2.269258177438860713e+01,1.067346258208749887e+01,0.000000000000000000e+00
2.535510585478459689e+01,5.418685706016439241e+01,-2.303082279548598166e+01,0.000000000000000000e+00
2.187652054743796981e+01,5.608650020032389705e+01,-2.595447605280664405e+01,0.000000000000000000e+00
7.439733401042965966e+01,9.094678679603079630e+00,-4.281679415761552754e+00,0.000000000000000000e+00
-6.099082736623552847e+01,1.463160066591444419e+01,-4.455172429718238192e+01,0.000000000000000000e+00
5.563553215561836396e+01,6.524802619498596812e+01,-1.735840726049273364e-01,0.000000000000000000e+00
5.450733224006804711e+00,1.014682027651127783e+02,-6.806017681863719915e+00,0.000000000000000000e+00
3.529029270645849437e+01,9.225250698660541104e+01,-1.368482375715002597e+01,0.000000000000000000e+00
-5.495304781870937205e+01,1.863237056817165538e+01,-4.489891040906400121e+01,0.000000000000000000e+00
-6.064268527307868339e+01,1.660406944305018584e+01,-4.660862432084402229e+01,0.000000000000000000e+00
-1.973718898817138978e+01,-8.212791576846127839e+01,-4.464028237931366760e+01,0.000000000000000000e+00
8.961208946803640174e+01,4.907357821524966823e+01,1.637490817510152796e+00,0.000000000000000000e+00
1.321016003253622557e+02,-3.547435608849605160e+01,2.352608174896377591e+01,0.000000000000000000e+00
-7.056222976483358877e+01,3.975160348793186671e+01,-3.122287726969434374e+01,0.000000000000000000e+00
1.015953394622835049e+02,4.143532199873968835e+01,-2.034780259104189692e+00,0.000000000000000000e+00
-1.781907560433737459e+01,-6.870484571987843481e+01,-3.629886371865029560e+01,0.000000000000000000e+00
1.032254026040841808e+02,2.639789842173558654e+01,7.685520474400524549e+00,0.000000000000000000e+00
-6.119896808247765563e+01,7.484704524055456432e+01,-1.842546130975073737e+01,0.000000000000000000e+00
-7.333801006121102262e+01,4.997310992983864253e+01,-2.905717144878808256e+01,0.000000000000000000e+00
8.737605849962294258e+01,5.774086071622818395e+01,-7.105635341418654605e+00,0.000000000000000000e+00
9.768514696492560745e+01,6.418402165327206887e+01,3.786660380670634485e+00,0.000000000000000000e+00
-8.536366339766701117e+01,7.682582848895249583e+01,1.910082604107521220e+01,0.000000000000000000e+00
1.013387384778522033e+02,2.236995710150817374e+01,1.490119016651790318e+01,0.000000000000000000e+00
-5.688460536273659329e+01,1.939544890260764376e+01,-4.664418640914005465e+01,0.000000000000000000e+00
1.312520609071678734e+02,-1.114292831407062323e+01,1.755148021914150291e+01,0.000000000000000000e+00
7.121669075656782866e+01,-4.562334819056504287e+00,-8.742312824096176715e-01,0.000000000000000000e+00
7.946575053022171176e+01,-3.060730366668018831e+01,-3.612432241231646746e+00,0.000000000000000000e+00
-6.926464382883173698e+01,7.476850968009473775e+01,-2.403114023050070713e+01,0.000000000000000000e+00
1.293098758239146377e+02,-2.754900179370353897e+01,1.473396761254454468e+01,0.000000000000000000e+00
-5.910564779393417467e+01,4.068703491708978248e+01,-3.851832741014179362e+01,0.000000000000000000e+00
-7.779317730480919124e+01,7.119589460152772631e+01,-1.398793451319196635e+01,0.000000000000000000e+00
-6.219500503829257454e+00,-1.592027660832611602e+01,-3.867563649879450338e+01,0.000000000000000000e+00
7.594686739489661420e+01,4.943686571218902515e+01,4.225101623098765913e+00,0.000000000000000000e+00
1.271599445111119735e+02,-1.567145873719678484e+01,1.388404681910979299e+01,0.000000000000000000e+00
1.007692035931401193e+02,3.068338278429947152e+01,6.841754650447565034e+00,0.000000000000000000e+00

