X,Y,Z,Cancers
-1.407365022241981762e+02,-1.695307187662286879e+02,-9.421777352659572102e+01,1.000000000000000000e+00
-2.218767413691739989e+02,-1.256103692998106709e+02,1.437072177111344899e+02,1.000000000000000000e+00
-2.571345836821370767e+02,1.838982349091711228e+02,1.430696922145148449e+02,1.000000000000000000e+00
-7.425334629703087330e+01,-3.386279557436529331e+02,-8.447414091943942083e+01,1.000000000000000000e+00
-2.207340925703009304e+02,1.789417337980745231e+02,-7.445948801743261924e+01,1.000000000000000000e+00
-1.982921463136674731e+02,-6.964924985742365493e+01,-1.147319066440307012e+01,1.000000000000000000e+00
2.268483714038317771e+02,3.911911705743334267e+01,-1.628978406311600580e+01,0.000000000000000000e+00
-2.163753364396040411e+02,1.169294846297059109e+02,-1.041136564537528812e+02,0.000000000000000000e+00
3.470574101264487581e+02,-5.034796547424214452e+01,2.440063138789393804e+01,0.000000000000000000e+00
4.094256172735026098e+02,-2.870593038545313647e+01,5.363518889313356652e+01,0.000000000000000000e+00
3.997960521419140036e+02,-7.996648779303947663e+01,5.423426195179827403e+01,0.000000000000000000e+00
3.178959704814666907e+02,-1.016242369938950674e+02,2.245497687026615097e+01,0.000000000000000000e+00
4.053249359927568207e+01,1.845420041889657057e+02,-1.051342077501427639e+02,0.000000000000000000e+00
1.393144507436863364e+02,2.471369813798967527e+02,-5.626944147095812809e+01,0.000000000000000000e+00
3.433363794444986752e+02,6.275071141819945097e+01,1.912194151904741446e+01,0.000000000000000000e+00
4.385155589449980198e+02,-6.991406568721676251e+01,9.963149906008123935e+01,0.000000000000000000e+00
4.261505498961588501e+02,-6.238375730915460338e+01,7.591682780189567836e+01,0.000000000000000000e+00
4.465190555329647282e+02,-9.711694947452116367e+01,1.007746911463089390e+02,0.000000000000000000e+00
4.761616664635508300e+01,2.866700867061643976e+02,-7.929773405356172589e+01,0.000000000000000000e+00
-7.224129389784455668e+01,-3.197362997655964705e+02,-1.010843737122213071e+02,0.000000000000000000e+00
2.072110690488330249e+02,6.253783885273717402e+01,-4.638015692521415900e+01,0.000000000000000000e+00
-2.112399911182351104e+02,2.683411388966716231e+02,-6.896404930271993194e+00,0.000000000000000000e+00
3.825066115610148358e+02,4.399199093465867350e+01,7.002188073230126975e+01,0.000000000000000000e+00
-1.007542876297893315e+02,-2.412161047027250049e+02,-1.232606218994371403e+02,0.000000000000000000e+00
-2.018272305351577813e+02,1.193441049668469418e+02,-1.077123003492765747e+02,0.000000000000000000e+00
3.495088214544099401e+02,-5.382657064404642711e+01,4.120362093834072681e+01,0.000000000000000000e+00
-8.768122244394385234e+01,-2.763823463215493916e+02,-1.164325665733818909e+02,0.000000000000000000e+00
-1.092384345194054163e+02,-2.197837818288970198e+02,-1.321333084453365814e+02,0.000000000000000000e+00
3.252487073858250710e+02,-9.157911110257142440e+00,-6.018025345049924368e+00,0.000000000000000000e+00
-6.055886647300446413e+01,2.118222951472284308e+02,-9.271752731525350555e+01,0.000000000000000000e+00
3.858828851750059812e+02,-7.143046607297740991e+01,5.026252581434681588e+01,0.000000000000000000e+00
-1.719915229420684284e+02,2.177890916728124182e+02,-9.485423000183675413e+01,0.000000000000000000e+00
2.460339131426198094e+02,1.382430921947971285e+02,1.135013565315600381e+00,0.000000000000000000e+00
-1.319746511190875538e+02,-1.713760975889941278e+02,-1.162508631218340440e+02,0.000000000000000000e+00
-1.398811139686016247e+02,-1.151392086019833130e+02,-1.077857311793478914e+02,0.000000000000000000e+00
2.344219608047195536e+01,3.005365621943602719e+02,-4.093720652263342430e+01,0.000000000000000000e+00
3.976923070110428284e+02,-8.680092763617757612e+01,6.855931784787503602e+01,0.000000000000000000e+00
1.882229878669568564e+02,-1.319452520970826299e+02,-1.739787625344005306e+01,0.000000000000000000e+00
1.486757658598293652e+01,-1.601539846268892973e+02,-4.634790376260884415e+01,0.000000000000000000e+00
3.684023068244504202e+02,-6.632557418671962068e+01,4.260355754877370771e+01,0.000000000000000000e+00
8.995973731991020372e+01,1.452940485041158922e+02,-8.982516503270809949e+01,0.000000000000000000e+00
8.111724499840362057e+01,1.484106028609006671e+02,-9.453139991485109306e+01,0.000000000000000000e+00
2.320325675248091102e+02,3.089843528946335383e+01,-2.411879980364985698e+01,0.000000000000000000e+00
-1.844645781623749485e+02,6.964890603683224768e+00,-1.185277991876715191e+02,0.000000000000000000e+00
1.830265441596087612e+02,1.986725746972260822e+02,-2.959485064818414912e+01,0.000000000000000000e+00
3.769071437429317228e+01,2.919681216996400508e+02,-6.371823828898727982e+01,0.000000000000000000e+00
1.321999856171038346e+02,2.581555233529562656e+02,-6.866947520705770103e+01,0.000000000000000000e+00
-1.648042262363802308e+02,1.678382211381826394e+01,-1.195457602528301493e+02,0.000000000000000000e+00
-1.826768229347513284e+02,1.267868742540175298e+01,-1.266199401418009529e+02,0.000000000000000000e+00
-7.708158415135305574e+01,-2.762696016359350324e+02,-9.341655690399265666e+01,0.000000000000000000e+00
2.899167612045698661e+02,1.322629362335026428e+02,4.443817971570063641e+00,0.000000000000000000e+00
4.117086767217850820e+02,-9.522196872744760299e+01,7.464949609033229194e+01,0.000000000000000000e+00
-2.125811822299906169e+02,9.649661938381552773e+01,-9.532953235402344205e+01,0.000000000000000000e+00
3.268533662755985461e+02,1.051684401145900125e+02,-2.082435487614908265e+00,0.000000000000000000e+00
-7.095786490377564348e+01,-2.241943760885677648e+02,-7.998543028844468950e+01,0.000000000000000000e+00
3.270810943081897904e+02,7.702067738267801644e+01,2.264566810297154476e+01,0.000000000000000000e+00
-1.746765815098384280e+02,2.057597752855265867e+02,-7.403385286857283631e+01,0.000000000000000000e+00
-2.176483725562128200e+02,1.272369949748271125e+02,-9.394087341959837545e+01,0.000000000000000000e+00
2.864673333603038259e+02,1.509927477461777983e+02,-2.343499259672657686e+01,0.000000000000000000e+00
3.197746633566424634e+02,1.698743204594657357e+02,1.087206593623215412e+01,0.000000000000000000e+00
-2.549783558264620069e+02,2.315566059991022883e+02,3.285278350383854473e+01,0.000000000000000000e+00
3.192333040616798598e+02,7.710578540474503484e+01,3.945719570718101465e+01,0.000000000000000000e+00
-1.697176268179317731e+02,1.720198291069582552e+01,-1.243320455526266102e+02,0.000000000000000000e+00
4.096107857839861026e+02,-4.016636398816341824e+01,7.480319636937765893e+01,0.000000000000000000e+00
2.203538059594306446e+02,-1.931375330593835038e+00,-1.492541976071266063e+01,0.000000000000000000e+00
2.435066676501875520e+02,-8.950382701182323331e+01,-1.197585692530481261e+01,0.000000000000000000e+00
-1.980027407462238784e+02,1.972755688726689414e+02,-8.907667893589191976e+01,0.000000000000000000e+00
4.011187987276351237e+02,-8.222394572397301715e+01,5.694818942431643194e+01,0.000000000000000000e+00
-1.728492673428793580e+02,8.523301546296009690e+01,-1.103212654013327807e+02,0.000000000000000000e+00
-2.293862469235514823e+02,1.989819707147705401e+02,-6.319979297692284348e+01,0.000000000000000000e+00
-2.243587968598005489e+01,-7.549673171725751786e+01,-9.808635101482569496e+01,0.000000000000000000e+00
2.444539413718183596e+02,1.476491221216598717e+02,-1.225510372752766780e-01,0.000000000000000000e+00
3.958265245780609121e+02,-4.982615455665631288e+01,5.813127188550247837e+01,0.000000000000000000e+00
3.196521517532864891e+02,8.463436320402512081e+01,2.502770363480343008e+01,0.000000000000000000e+00

