X,Y,Z,Cancers
-2.978350790715278151e+01,-1.155304646715233474e+02,-5.724464880393224320e+01,0.000000000000000000e+00
1.248610731432572294e+02,6.743567448719643664e+01,3.104212097747058863e+00,0.000000000000000000e+00
1.830628208451919363e+02,-4.726781032163776786e+01,3.255240172526763587e+01,0.000000000000000000e+00
-9.728947343864378183e+01,5.215659814051770127e+01,-4.285165884110603685e+01,0.000000000000000000e+00
1.412733078125408497e+02,5.677694941658772620e+01,-2.173039087610712627e+00,0.000000000000000000e+00
-2.704170523408357596e+01,-9.597785095334889149e+01,-4.620644726135230940e+01,0.000000000000000000e+00
1.432080408869184112e+02,3.711779425994298975e+01,1.221145797630144969e+01,0.000000000000000000e+00
-8.307144719061651017e+01,1.006808179910852203e+02,-2.810061683702169688e+01,0.000000000000000000e+00
-1.006448714538440612e+02,6.583850451352873279e+01,-4.072466669864390809e+01,0.000000000000000000e+00
1.224740417782328450e+02,7.746676732420962708e+01,-8.931974080563561458e+00,0.000000000000000000e+00
1.367919598121737295e+02,8.648257282565127468e+01,5.255651158056458883e+00,0.000000000000000000e+00
-1.174030046496904021e+02,1.053902831448507840e+02,2.172073903411738272e+01,0.000000000000000000e+00
1.403840337900957422e+02,3.281271487485516758e+01,2.195971022642179449e+01,0.000000000000000000e+00
-7.827935545802175454e+01,2.226270590642830527e+01,-6.205705432303617641e+01,0.000000000000000000e+00
1.814706394862367631e+02,-1.477463491453201527e+01,2.646259589368781207e+01,0.000000000000000000e+00
9.838044524307974825e+01,-4.580596336113479161e+00,-4.982779549038185429e-01,0.000000000000000000e+00
1.098873193473099406e+02,-4.204277339440371009e+01,-4.133905625494107561e+00,0.000000000000000000e+00
-9.400408751294554577e+01,9.951405815770515062e+01,-3.628289585000186435e+01,0.000000000000000000e+00
1.789054783166695870e+02,-3.733220384757575516e+01,2.205317851262105222e+01,0.000000000000000000e+00
-8.087299982917356544e+01,5.205263339350197782e+01,-5.263939182565196262e+01,0.000000000000000000e+00
-1.067089975788771596e+02,9.649247777428223571e+01,-2.315975135338786473e+01,0.000000000000000000e+00
-9.161210875898786909e+00,-2.473917038642229826e+01,-5.058457930703671934e+01,0.000000000000000000e+00
1.057823676224373770e+02,6.876919523193835460e+01,6.229035794412568272e+00,0.000000000000000000e+00
1.757218893513250748e+02,-2.056350696247221421e+01,2.132005980710025028e+01,0.000000000000000000e+00
1.397662505150018433e+02,4.263543660275951197e+01,1.137494575515189688e+01,0.000000000000000000e+00

